Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Display,Spreadsheet: Audio,Spreadsheet: Variety,Manipulation: Spreadsheet,Store: Progress
10,1720024779295,03/07/2024 16:39:39,1720031979295,2,03/07/2024 20:39:39,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,19803.100000011924,19800.5,19803.100000011924,19803.100000011924,19800.5,19803.100000011924,1,19803.100000011924,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,VLDE11_st_A6.mp3,st,,44
11,1720024783232,03/07/2024 16:39:43,1720031983232,2,03/07/2024 20:39:43,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,continue,,23740.700000035766,23730.199999999997,23740.700000035766,23740.700000035766,23730.199999999997,23740.700000035766,1,23740.700000035766,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,VLDE11_st_A6.mp3,st,,44
12,1720024783233,03/07/2024 16:39:43,1720031983233,2,03/07/2024 20:39:43,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,response,1,10158.400000000001,23730.199999999997,23741.200000035766,10158.400000000001,23730.199999999997,23741.200000035766,1,10158.400000000001,13582.800000035764,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,VLDE11_st_A6.mp3,st,,45
13,1720024783233,03/07/2024 16:39:43,1720031983233,2,03/07/2024 20:39:43,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,response,,23741.900000023845,23730.199999999997,23741.900000023845,23741.900000023845,23730.199999999997,23741.900000023845,1,23741.900000023845,0,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,VLDE11_st_A6.mp3,st,,45
14,1720024807678,03/07/2024 16:40:07,1720032007678,2,03/07/2024 20:40:07,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,1,Paradigm check,Screen 1,1mw97n,1,response,continue,24446.70000000001,24430.20000000001,24446.70000000001,24446.70000000001,24430.20000000001,24446.70000000001,1,24446.70000000001,0,0,ResponseProgress,Click Response,Continue,5,object-1178,,Paradigm check,,,,46
15,1720024807688,03/07/2024 16:40:07,1720032007688,2,03/07/2024 20:40:07,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,1,Paradigm check,Screen 1,1mw97n,1,response,immer die selbe person ,8928.100000000006,24430.20000000001,24446.70000000001,8928.100000000006,24430.20000000001,24446.70000000001,1,8928.100000000006,15518.600000000006,0,,Text Entry,Text Entry,3,object-1145,,Paradigm check,,,,46
16,1720024807690,03/07/2024 16:40:07,1720032007690,2,03/07/2024 20:40:07,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,1,Paradigm check,Screen 1,1mw97n,1,response,nein ,22098.800000000003,24430.20000000001,24446.70000000001,22098.800000000003,24430.20000000001,24446.70000000001,1,22098.800000000003,2347.9000000000087,0,,Text Entry,Text Entry,4,object-1146,,Paradigm check,,,,46
17,1720024820935,03/07/2024 16:40:20,1720032020935,2,03/07/2024 20:40:20,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,1,Instructions3,Screen 1,d2amsh,1,continue,,13282.000000023836,13272.5,13282.000000023836,13282.000000023836,13272.5,13282.000000023836,1,13282.000000023836,0,0,,Click To Continue,Continue Button,2,object-1272,,Instructions3,,,,47
18,1720024820945,03/07/2024 16:40:20,1720032020945,2,03/07/2024 20:40:20,86579,59,task-8u1p,,38735224,280560572503246,11367563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x689,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_6,,Origin_authenticity_F,Origin_authenticity_F,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1720042580307,03/07/2024 21:36:20,1720049780307,2,04/07/2024 01:36:20,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1720042587177,03/07/2024 21:36:27,1720049787177,2,04/07/2024 01:36:27,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Political level,Screen 1,ptfor7,1,continue,,6885.4999999761585,6883.4,6885.4999999761585,6885.4999999761585,6883.4,6885.4999999761585,1,6885.4999999761585,0,0,,Click To Continue,Continue Button,1,object-19,,Political level,,,,43
3,1720042587179,03/07/2024 21:36:27,1720049787179,2,04/07/2024 01:36:27,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Political level,Screen 1,ptfor7,1,response,regional (z.B. in einem Landtag),6000.200000000001,6883.4,6887.700000023842,6000.200000000001,6883.4,6887.700000023842,1,6000.200000000001,887.5000000238415,0,,Dropdown,Dropdown,6,object-18,,Political level,,,,43
4,1720042593944,03/07/2024 21:36:33,1720049793944,2,04/07/2024 01:36:33,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,continue,,6769.300000023843,6766.700000000001,6769.300000023843,6769.300000023843,6766.700000000001,6769.300000023843,1,6769.300000023843,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,43
5,1720042593949,03/07/2024 21:36:33,1720049793949,2,04/07/2024 01:36:33,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,response,2,3083.2000000000007,6766.700000000001,6774.500000011922,3083.2000000000007,6766.700000000001,6774.500000011922,1,3083.2000000000007,3691.300000011921,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,44
6,1720042593950,03/07/2024 21:36:33,1720049793950,2,04/07/2024 01:36:33,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,response,Ich weiß es nicht,5916.799999999999,6766.700000000001,6775.700000000001,5916.799999999999,6766.700000000001,6775.700000000001,1,5916.799999999999,858.9000000000015,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,44
7,1720042597711,03/07/2024 21:36:37,1720049797711,2,04/07/2024 01:36:37,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,continue,,3769.5,3766.5999999999985,3769.5,3769.5,3766.5999999999985,3769.5,1,3769.5,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,VLDE11_st_A6.mp3,st,,44
8,1720042597712,03/07/2024 21:36:37,1720049797712,2,04/07/2024 01:36:37,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,response,4,1433.2000000000007,3766.5999999999985,3770.300000011921,1433.2000000000007,3766.5999999999985,3770.300000011921,1,1433.2000000000007,2337.10000001192,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,VLDE11_st_A6.mp3,st,,45
9,1720042597712,03/07/2024 21:36:37,1720049797712,2,04/07/2024 01:36:37,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,response,Thüringisch,3083.5,3766.5999999999985,3771.300000011921,3083.5,3766.5999999999985,3771.300000011921,1,3083.5,687.8000000119209,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,VLDE11_st_A6.mp3,st,,45
10,1720042602851,03/07/2024 21:36:42,1720049802851,2,04/07/2024 01:36:42,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Paradigm check,Screen 1,1mw97n,1,response,continue,5116.300000000003,5099.9000000000015,5116.300000000003,5116.300000000003,5099.9000000000015,5116.300000000003,1,5116.300000000003,0,0,ResponseProgress,Click Response,Continue,5,object-1178,,Paradigm check,,,,46
11,1720042602852,03/07/2024 21:36:42,1720049802852,2,04/07/2024 01:36:42,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Paradigm check,Screen 1,1mw97n,1,response,nein,2316.800000000003,5099.9000000000015,5116.300000000003,2316.800000000003,5099.9000000000015,5116.300000000003,1,2316.800000000003,2799.5,0,,Text Entry,Text Entry,3,object-1145,,Paradigm check,,,,46
12,1720042602852,03/07/2024 21:36:42,1720049802852,2,04/07/2024 01:36:42,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Paradigm check,Screen 1,1mw97n,1,response,nein,2900.2000000000007,5099.9000000000015,5116.300000000003,2900.2000000000007,5099.9000000000015,5116.300000000003,1,2900.2000000000007,2216.100000000002,0,,Text Entry,Text Entry,4,object-1146,,Paradigm check,,,,46
13,1720042604352,03/07/2024 21:36:44,1720049804352,2,04/07/2024 01:36:44,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,1,Instructions3,Screen 1,d2amsh,1,continue,,1544.199999988079,1533.5,1544.199999988079,1544.199999988079,1533.5,1544.199999988079,1,1544.199999988079,0,0,,Click To Continue,Continue Button,2,object-1272,,Instructions3,,,,47
14,1720042604364,03/07/2024 21:36:44,1720049804364,2,04/07/2024 01:36:44,86579,59,task-8u1p,,38740220,280560572378248,11368929,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x750,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_9,,Origin_authenticity_F,Origin_authenticity_F,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1720065802906,04/07/2024 04:03:22,1720073002906,2,04/07/2024 08:03:22,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1720065816137,04/07/2024 04:03:36,1720073016137,2,04/07/2024 08:03:36,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Political level,Screen 1,ptfor7,1,continue,,13240.1,13234.08,13240.1,13240.1,13234.08,13240.1,1,13240.1,0,0,,Click To Continue,Continue Button,1,object-19,,Political level,,,,43
3,1720065816141,04/07/2024 04:03:36,1720073016141,2,04/07/2024 08:03:36,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Political level,Screen 1,ptfor7,1,response,regional (z.B. in einem Landtag),12067.340000000002,13234.08,13245.1,12067.340000000002,13234.08,13245.1,1,12067.340000000002,1177.7599999999984,0,,Dropdown,Dropdown,6,object-18,,Political level,,,,43
4,1720065822009,04/07/2024 04:03:42,1720073022009,2,04/07/2024 08:03:42,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio started,5879.02,5867,5879.02,5879.02,5867,5879.02,1,5879.02,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,43
5,1720065837440,04/07/2024 04:03:57,1720073037440,2,04/07/2024 08:03:57,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,21310.02,21301.2,21310.02,21310.02,21301.2,21310.02,1,21310.02,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,43
6,1720065842448,04/07/2024 04:04:02,1720073042448,2,04/07/2024 08:04:02,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,continue,,26317.02,26301.48,26317.02,26317.02,26301.48,26317.02,1,26317.02,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,43
7,1720065842448,04/07/2024 04:04:02,1720073042448,2,04/07/2024 08:04:02,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,response,7,14984.16,26301.48,26318.02,14984.16,26301.48,26318.02,1,14984.16,11333.86,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,44
8,1720065842448,04/07/2024 04:04:02,1720073042448,2,04/07/2024 08:04:02,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Origin & authenticity,Screen 1,r5fdzm,1,response,Ich weiß es nicht,24401.359999999997,26301.48,26318.02,24401.359999999997,26301.48,26318.02,1,24401.359999999997,1916.6600000000035,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,HUWA01_non-st_A6.mp3,non-st,,44
9,1720065844767,04/07/2024 04:04:04,1720073044767,2,04/07/2024 08:04:04,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,info,audio started,2336.540000000001,2333.459999999999,2336.540000000001,2336.540000000001,2333.459999999999,2336.540000000001,1,2336.540000000001,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,HUWA01_st_A5.mp3,st,,44
10,1720065854614,04/07/2024 04:04:14,1720073054614,2,04/07/2024 08:04:14,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,info,audio finished,12183.54,12167.340000000004,12183.54,12183.54,12167.340000000004,12183.54,1,12183.54,0,0,,Audio Clip,Audio,1,object-1316,,Origin & authenticity,HUWA01_st_A5.mp3,st,,44
11,1720065861263,04/07/2024 04:04:21,1720073061263,2,04/07/2024 08:04:21,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,continue,,18832.54,18817.72,18832.54,18832.54,18817.72,18832.54,1,18832.54,0,0,,Click To Continue,Continue Button,2,object-1317,,Origin & authenticity,HUWA01_st_A5.mp3,st,,44
12,1720065861264,04/07/2024 04:04:21,1720073061264,2,04/07/2024 08:04:21,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,response,1,11167.279999999999,18817.72,18832.54,11167.279999999999,18817.72,18832.54,1,11167.279999999999,7665.260000000002,0,ResponseProgress,Rating Scale,Rating Scale,5,object-4,,Origin & authenticity,HUWA01_st_A5.mp3,st,,45
13,1720065861264,04/07/2024 04:04:21,1720073061264,2,04/07/2024 08:04:21,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,2,Origin & authenticity,Screen 1,r5fdzm,1,response,Ich weiß es nicht,17650.980000000003,18817.72,18833.54,17650.980000000003,18817.72,18833.54,1,17650.980000000003,1182.5599999999977,0,,Dropdown,Dropdown,7,object-6,,Origin & authenticity,HUWA01_st_A5.mp3,st,,45
14,1720065879259,04/07/2024 04:04:39,1720073079259,2,04/07/2024 08:04:39,86579,59,task-8u1p,,38741949,280560572502195,11369487,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x731,End study,,0,"Origin & authenticity only male, only female",16,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,Origin_authenticity_F,Origin_authenticity_F,1,Paradigm check,Screen 1,1mw97n,1,response,continue,18008.82,18000.999999999993,18008.82,18008.82,18000.999999999993,18008.82,1,18008.82,0,0,ResponseProgress,Click Response,Continue,5,object-1178,,Paradigm check,,,,46
