Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Store: Progress,Store: Audio Check 1,Store: Audio Check 2,Store: Audio Check Redirect
5,1719956096486,02/07/2024 21:34:56,1719963296486,2,03/07/2024 01:34:56,86579,59,task-7qjh,,38710578,280560572508198,11361994,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x919,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_2,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,continue,7213.2,7207.400000000001,7213.2,7213.2,7207.400000000001,7213.2,1,7213.2,0,0,ResponseProgress,Click Response,Continue Button,2,object-93,Instructions1,,2,,,
6,1719956096488,02/07/2024 21:34:56,1719963296488,2,03/07/2024 01:34:56,86579,59,task-7qjh,,38710578,280560572508198,11361994,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x919,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_2,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,3753.8599999999997,7207.400000000001,7215.2,3753.8599999999997,7207.400000000001,7215.2,1,3753.8599999999997,3461.34,0,AudioCheck1,Dropdown,Dropdown,7,object-15,Instructions1,,2,Ja,,
7,1719956096488,02/07/2024 21:34:56,1719963296488,2,03/07/2024 01:34:56,86579,59,task-7qjh,,38710578,280560572508198,11361994,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x919,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_2,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,6756.96,7207.400000000001,7215.2,6756.96,7207.400000000001,7215.2,1,6756.96,458.2399999999998,0,AudioCheck2,Dropdown,Dropdown,8,object-16,Instructions1,,2,Ja,Ja,
8,1719956096497,02/07/2024 21:34:56,1719963296497,2,03/07/2024 01:34:56,86579,59,task-7qjh,,38710578,280560572508198,11361994,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x919,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_2,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 3,17uzn1,3,timedOut,,16.799999999999272,16.69999999999891,16.799999999999272,16.799999999999272,16.69999999999891,16.799999999999272,1,16.799999999999272,0,0,,Time Limit,screen,0,screen,Instructions1,,2,Ja,Ja,2
9,1719956096497,02/07/2024 21:34:56,1719963296497,2,03/07/2024 01:34:56,86579,59,task-7qjh,,38710578,280560572508198,11361994,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x919,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_2,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1719981115457,03/07/2024 04:31:55,1719988315457,2,03/07/2024 08:31:55,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1719981117813,03/07/2024 04:31:57,1719988317813,2,03/07/2024 08:31:57,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio started,2070.6,2066,2070.6,2070.6,2066,2070.6,1,2070.6,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
3,1719981121500,03/07/2024 04:32:01,1719988321500,2,03/07/2024 08:32:01,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio finished,5756.6,5748.120000000001,5756.6,5756.6,5748.120000000001,5756.6,1,5756.6,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
4,1719981122614,03/07/2024 04:32:02,1719988322614,2,03/07/2024 08:32:02,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio started,6871.6,6864.42,6871.6,6871.6,6864.42,6871.6,1,6871.6,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
5,1719981126048,03/07/2024 04:32:06,1719988326048,2,03/07/2024 08:32:06,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio finished,10306.6,10296.6,10306.6,10306.6,10296.6,10306.6,1,10306.6,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
6,1719981126889,03/07/2024 04:32:06,1719988326889,2,03/07/2024 08:32:06,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,response,continue,11145.6,11129.66,11145.6,11145.6,11129.66,11145.6,1,11145.6,0,0,,Click Response,Continue Button,4,object-4,Instructions1,,1,,,
7,1719981130790,03/07/2024 04:32:10,1719988330790,2,03/07/2024 08:32:10,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,info,audio started,3915.3999999999996,3898.7199999999993,3915.3999999999996,3915.3999999999996,3898.7199999999993,3915.3999999999996,1,3915.3999999999996,0,0,,Audio Clip,Audio,3,object-94,Instructions1,,1,,,
8,1719981134306,03/07/2024 04:32:14,1719988334306,2,03/07/2024 08:32:14,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,info,audio finished,7433.9400000000005,7430.879999999999,7433.9400000000005,7433.9400000000005,7430.879999999999,7433.9400000000005,1,7433.9400000000005,0,0,,Audio Clip,Audio,3,object-94,Instructions1,,1,,,
9,1719981134895,03/07/2024 04:32:14,1719988334895,2,03/07/2024 08:32:14,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,continue,8020.9400000000005,8014.020000000002,8020.9400000000005,8020.9400000000005,8014.020000000002,8020.9400000000005,1,8020.9400000000005,0,0,ResponseProgress,Click Response,Continue Button,2,object-93,Instructions1,,2,,,
10,1719981149712,03/07/2024 04:32:29,1719988349712,2,03/07/2024 08:32:29,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,continue,22837.940000000002,22825.82,22837.940000000002,22837.940000000002,22825.82,22837.940000000002,1,22837.940000000002,0,0,ResponseProgress,Click Response,Continue Button,2,object-93,Instructions1,,3,,,
11,1719981149718,03/07/2024 04:32:29,1719988349718,2,03/07/2024 08:32:29,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,11929.4,22825.82,22842.479999999996,11929.4,22825.82,22842.479999999996,1,11929.4,10913.079999999996,0,AudioCheck1,Dropdown,Dropdown,7,object-15,Instructions1,,3,Ja,,
12,1719981149723,03/07/2024 04:32:29,1719988349723,2,03/07/2024 08:32:29,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,16028.06,22825.82,22842.479999999996,16028.06,22825.82,22842.479999999996,1,16028.06,6814.419999999996,0,AudioCheck2,Dropdown,Dropdown,8,object-16,Instructions1,,3,Ja,Ja,
13,1719981149732,03/07/2024 04:32:29,1719988349732,2,03/07/2024 08:32:29,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 3,17uzn1,3,timedOut,,33.12000000000262,16.660000000003492,33.12000000000262,33.12000000000262,16.660000000003492,33.12000000000262,1,33.12000000000262,0,0,,Time Limit,screen,0,screen,Instructions1,,3,Ja,Ja,2
14,1719981149734,03/07/2024 04:32:29,1719988349734,2,03/07/2024 08:32:29,86579,59,task-7qjh,,38713531,280560572377188,11362806,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1280x1024,1280x881,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1719991982875,03/07/2024 07:33:02,1719999182875,2,03/07/2024 11:33:02,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1719991984150,03/07/2024 07:33:04,1719999184150,2,03/07/2024 11:33:04,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio started,1119.0000001430512,1102.6,1119.0000001430512,1119.0000001430512,1102.6,1119.0000001430512,1,1119.0000001430512,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
3,1719991987571,03/07/2024 07:33:07,1719999187571,2,03/07/2024 11:33:07,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio finished,4540.699999952316,4527,4540.699999952316,4540.699999952316,4527,4540.699999952316,1,4540.699999952316,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
4,1719991994223,03/07/2024 07:33:14,1719999194223,2,03/07/2024 11:33:14,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio started,11192.2,11175.5,11192.2,11192.2,11175.5,11192.2,1,11192.2,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
5,1719991997646,03/07/2024 07:33:17,1719999197646,2,03/07/2024 11:33:17,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio finished,14616.00000014305,14600,14616.00000014305,14616.00000014305,14600,14616.00000014305,1,14616.00000014305,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
6,1719991998128,03/07/2024 07:33:18,1719999198128,2,03/07/2024 11:33:18,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio started,15097.9,15084.4,15097.9,15097.9,15084.4,15097.9,1,15097.9,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
7,1719991999860,03/07/2024 07:33:19,1719999199860,2,03/07/2024 11:33:19,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,response,continue,16829.80000009537,16821.7,16829.80000009537,16829.80000009537,16821.7,16829.80000009537,1,16829.80000009537,0,0,,Click Response,Continue Button,4,object-4,Instructions1,,1,,,
8,1719992007134,03/07/2024 07:33:27,1719999207134,2,03/07/2024 11:33:27,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,continue,7281.300000143052,7266.700000000001,7281.300000143052,7281.300000143052,7266.700000000001,7281.300000143052,1,7281.300000143052,0,0,ResponseProgress,Click Response,Continue Button,2,object-93,Instructions1,,2,,,
9,1719992007139,03/07/2024 07:33:27,1719999207139,2,03/07/2024 11:33:27,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,2555.9000000000015,7266.700000000001,7283.4000000000015,2555.9000000000015,7266.700000000001,7283.4000000000015,1,2555.9000000000015,4727.5,0,AudioCheck1,Dropdown,Dropdown,7,object-15,Instructions1,,2,Ja,,
10,1719992007140,03/07/2024 07:33:27,1719999207140,2,03/07/2024 11:33:27,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,4644,7266.700000000001,7283.4000000000015,4644,7266.700000000001,7283.4000000000015,1,4644,2639.4000000000015,0,AudioCheck2,Dropdown,Dropdown,8,object-16,Instructions1,,2,Ja,Ja,
11,1719992007143,03/07/2024 07:33:27,1719999207143,2,03/07/2024 11:33:27,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 3,17uzn1,3,timedOut,,24.200000047683716,16.599999999998545,24.200000047683716,24.200000047683716,16.599999999998545,24.200000047683716,1,24.200000047683716,0,0,,Time Limit,screen,0,screen,Instructions1,,2,Ja,Ja,2
12,1719992007143,03/07/2024 07:33:27,1719999207143,2,03/07/2024 11:33:27,86579,59,task-7qjh,,38714754,280560572379287,11363118,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_4,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1720015423038,03/07/2024 14:03:43,1720022623038,2,03/07/2024 18:03:43,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1720015424671,03/07/2024 14:03:44,1720022624671,2,03/07/2024 18:03:44,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio started,1484,1467,1484,1484,1467,1484,1,1484,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
3,1720015428308,03/07/2024 14:03:48,1720022628308,2,03/07/2024 18:03:48,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,info,audio finished,5129,5117,5129,5129,5117,5129,1,5129,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
4,1720015430900,03/07/2024 14:03:50,1720022630900,2,03/07/2024 18:03:50,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,nipj9h,1,response,continue,7716,7700,7716,7716,7700,7716,1,7716,0,0,,Click Response,Continue Button,4,object-4,Instructions1,,1,,,
5,1720015432283,03/07/2024 14:03:52,1720022632283,2,03/07/2024 18:03:52,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,info,audio started,1401,1384,1401,1401,1384,1401,1,1401,0,0,,Audio Clip,Audio,3,object-94,Instructions1,,1,,,
6,1720015435705,03/07/2024 14:03:55,1720022635705,2,03/07/2024 18:03:55,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,info,audio finished,4826.000000000002,4817,4826.000000000002,4826.000000000002,4817,4826.000000000002,1,4826.000000000002,0,0,,Audio Clip,Audio,3,object-94,Instructions1,,1,,,
7,1720015438700,03/07/2024 14:03:58,1720022638700,2,03/07/2024 18:03:58,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,continue,7816,7800,7816,7816,7800,7816,1,7816,0,0,ResponseProgress,Click Response,Continue Button,2,object-93,Instructions1,,2,,,
8,1720015438701,03/07/2024 14:03:58,1720022638701,2,03/07/2024 18:03:58,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,3217,7800,7816,3217,7800,7816,1,3217,4599,0,AudioCheck1,Dropdown,Dropdown,7,object-15,Instructions1,,2,Ja,,
9,1720015438701,03/07/2024 14:03:58,1720022638701,2,03/07/2024 18:03:58,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,y2f9hw,2,response,Ja,7217,7800,7816,7217,7800,7816,1,7217,599,0,AudioCheck2,Dropdown,Dropdown,8,object-16,Instructions1,,2,Ja,Ja,
10,1720015438706,03/07/2024 14:03:58,1720022638706,2,03/07/2024 18:03:58,86579,59,task-7qjh,,38731841,280560572404941,11366667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1032x1376,1376x925,End study,,0,"Audio check only male, only female",10,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 3,17uzn1,3,timedOut,,28,27,28,28,27,28,1,28,0,0,,Time Limit,screen,0,screen,Instructions1,,2,Ja,Ja,2
